"No.","Time","Source","Destination","Protocol","Length","Info"
"2942","5.752483514","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=15400 Ack=32200 Win=65535 Len=0"
"2943","5.753312811","10.0.2.15","3.82.67.95","TLSv1.2","401","Application Data"
"2944","5.753422351","3.82.67.95","10.0.2.15","TCP","60","443  >  57506 [ACK] Seq=15400 Ack=32547 Win=65535 Len=0"
"2945","5.764695740","3.82.67.95","10.0.2.15","TLSv1.2","261","Application Data, Application Data"
"2946","5.764701789","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=32547 Ack=15607 Win=63360 Len=0"
"2947","5.766375679","3.82.67.95","10.0.2.15","TLSv1.2","260","Application Data, Application Data"
"2948","5.766381367","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=32547 Ack=15813 Win=63360 Len=0"
"2949","5.768291855","3.82.67.95","10.0.2.15","TLSv1.2","223","Application Data"
"2950","5.768296963","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=32547 Ack=15982 Win=63360 Len=0"
"2951","5.768448236","3.82.67.95","10.0.2.15","TLSv1.2","92","Application Data"
"2952","5.768453322","10.0.2.15","3.82.67.95","TCP","54","57506  >  443 [ACK] Seq=32547 Ack=16020 Win=63360 Len=0"
"2953","6.147777690","10.0.2.15","23.41.169.16","TCP","54","49130  >  443 [ACK] Seq=1 Ack=1 Win=63360 Len=0"
"2954","6.147959276","23.41.169.16","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  49130 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2955","6.413179574","10.0.2.15","23.203.176.221","TCP","54","54642  >  80 [ACK] Seq=1 Ack=1 Win=63729 Len=0"
"2956","6.413271116","23.203.176.221","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 80  >  54642 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"2957","7.133892001","10.0.2.15","44.215.118.141","TLSv1.3","1885","Application Data"
"2958","7.134048830","44.215.118.141","10.0.2.15","TCP","60","443  >  40348 [ACK] Seq=7008 Ack=5350 Win=65535 Len=0"
"2959","7.134114849","44.215.118.141","10.0.2.15","TCP","60","443  >  40348 [ACK] Seq=7008 Ack=5721 Win=65535 Len=0"
"2960","7.154344172","44.215.118.141","10.0.2.15","TLSv1.3","670","Application Data"
"2961","7.154351784","10.0.2.15","44.215.118.141","TCP","54","40348  >  443 [ACK] Seq=5721 Ack=7624 Win=64064 Len=0"
"2962","7.285343828","10.0.2.15","98.82.158.241","TLSv1.3","78","Application Data"
"2963","7.285358824","10.0.2.15","98.82.158.241","TCP","54","45870  >  443 [FIN, ACK] Seq=606 Ack=324 Win=63996 Len=0"
"2964","7.285408535","10.0.2.15","98.85.3.130","TLSv1.3","78","Application Data"
"2965","7.285412779","10.0.2.15","98.85.3.130","TCP","54","38542  >  443 [FIN, ACK] Seq=639 Ack=372 Win=64015 Len=0"
"2966","7.285474133","98.82.158.241","10.0.2.15","TCP","60","443  >  45870 [ACK] Seq=324 Ack=606 Win=65535 Len=0"
"2967","7.285474210","98.82.158.241","10.0.2.15","TCP","60","443  >  45870 [ACK] Seq=324 Ack=607 Win=65535 Len=0"
"2968","7.285490162","10.0.2.15","209.54.183.75","TLSv1.3","78","Application Data"
"2969","7.285501855","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [FIN, ACK] Seq=606 Ack=6301 Win=63360 Len=0"
"2970","7.285536401","98.85.3.130","10.0.2.15","TCP","60","443  >  38542 [ACK] Seq=372 Ack=639 Win=65535 Len=0"
"2971","7.285536466","98.85.3.130","10.0.2.15","TCP","60","443  >  38542 [ACK] Seq=372 Ack=640 Win=65535 Len=0"
"2972","7.285698122","209.54.183.75","10.0.2.15","TCP","60","443  >  56310 [ACK] Seq=6301 Ack=606 Win=65535 Len=0"
"2973","7.285698199","209.54.183.75","10.0.2.15","TCP","60","443  >  56310 [ACK] Seq=6301 Ack=607 Win=65535 Len=0"
"2974","7.298254577","98.85.3.130","10.0.2.15","TLSv1.3","78","Application Data"
"2975","7.298265220","10.0.2.15","98.85.3.130","TCP","54","38542  >  443 [RST] Seq=640 Win=0 Len=0"
"2976","7.298601310","98.82.158.241","10.0.2.15","TCP","60","443  >  45870 [FIN, ACK] Seq=324 Ack=607 Win=65535 Len=0"
"2977","7.298606264","10.0.2.15","98.82.158.241","TCP","54","45870  >  443 [ACK] Seq=607 Ack=325 Win=63996 Len=0"
"2978","7.302215512","209.54.183.75","10.0.2.15","TCP","60","443  >  56310 [FIN, ACK] Seq=6301 Ack=607 Win=65535 Len=0"
"2979","7.302217120","10.0.2.15","209.54.183.75","TCP","54","56310  >  443 [ACK] Seq=607 Ack=6302 Win=63360 Len=0"
"2980","7.371030679","188.240.13.1","10.0.2.15","TLSv1.2","93","Application Data"
"2981","7.371041245","10.0.2.15","188.240.13.1","TCP","54","57656  >  443 [ACK] Seq=1 Ack=40 Win=63360 Len=0"
"2982","7.371120734","10.0.2.15","188.240.13.1","TLSv1.2","93","Application Data"
"2983","7.371175311","188.240.13.1","10.0.2.15","TLSv1.2","78","Application Data"
"2984","7.371229491","188.240.13.1","10.0.2.15","TCP","60","443  >  57656 [ACK] Seq=64 Ack=40 Win=65535 Len=0"
"2985","7.371234802","10.0.2.15","188.240.13.1","TLSv1.2","78","Application Data"
"2986","7.371241572","10.0.2.15","188.240.13.1","TCP","54","57656  >  443 [FIN, ACK] Seq=64 Ack=64 Win=63360 Len=0"
"2987","7.371422301","188.240.13.1","10.0.2.15","TCP","60","443  >  57656 [ACK] Seq=64 Ack=65 Win=65535 Len=0"
"2988","7.371705812","188.240.13.1","10.0.2.15","TCP","60","443  >  57656 [FIN, ACK] Seq=64 Ack=65 Win=65535 Len=0"
"2989","7.371714146","10.0.2.15","188.240.13.1","TCP","54","57656  >  443 [ACK] Seq=65 Ack=65 Win=63360 Len=0"
"2990","7.436398409","34.207.24.140","10.0.2.15","TLSv1.2","85","Encrypted Alert"
"2991","7.436408931","10.0.2.15","34.207.24.140","TCP","54","60776  >  443 [ACK] Seq=1 Ack=32 Win=63360 Len=0"
"2992","7.436479309","10.0.2.15","34.207.24.140","TLSv1.2","85","Encrypted Alert"
"2993","7.436502212","10.0.2.15","34.207.24.140","TCP","54","60776  >  443 [FIN, ACK] Seq=32 Ack=32 Win=63360 Len=0"
"2994","7.436555016","34.207.24.140","10.0.2.15","TCP","60","443  >  60776 [ACK] Seq=32 Ack=32 Win=65535 Len=0"
"2995","7.436555103","34.207.24.140","10.0.2.15","TCP","60","443  >  60776 [ACK] Seq=32 Ack=33 Win=65535 Len=0"
"2996","7.436878306","34.207.24.140","10.0.2.15","TCP","60","443  >  60776 [FIN, ACK] Seq=32 Ack=33 Win=65535 Len=0"
"2997","7.436884639","10.0.2.15","34.207.24.140","TCP","54","60776  >  443 [ACK] Seq=33 Ack=33 Win=63360 Len=0"
"2998","7.492403331","100.25.32.123","10.0.2.15","TLSv1.2","85","Encrypted Alert"
"2999","7.492413109","10.0.2.15","100.25.32.123","TCP","54","47208  >  443 [ACK] Seq=1 Ack=32 Win=63360 Len=0"
"3000","7.492479905","10.0.2.15","100.25.32.123","TLSv1.2","85","Encrypted Alert"
"3001","7.492493314","10.0.2.15","100.25.32.123","TCP","54","47208  >  443 [FIN, ACK] Seq=32 Ack=32 Win=63360 Len=0"
"3002","7.492542152","100.25.32.123","10.0.2.15","TCP","60","443  >  47208 [FIN, ACK] Seq=32 Ack=1 Win=65535 Len=0"
"3003","7.492547895","10.0.2.15","100.25.32.123","TCP","54","47208  >  443 [ACK] Seq=33 Ack=33 Win=63360 Len=0"
"3004","7.492586001","100.25.32.123","10.0.2.15","TCP","60","[TCP Out-Of-Order] 443  >  47208 [FIN, ACK] Seq=32 Ack=32 Win=65535 Len=0"
"3005","7.492589162","10.0.2.15","100.25.32.123","TCP","54","[TCP Dup ACK 3003#1] 47208  >  443 [ACK] Seq=33 Ack=33 Win=63360 Len=0"
"3006","7.492634476","100.25.32.123","10.0.2.15","TCP","60","[TCP Out-Of-Order] 443  >  47208 [FIN, ACK] Seq=32 Ack=33 Win=65535 Len=0"
"3007","7.504856550","100.25.32.123","10.0.2.15","TLSv1.2","85","Encrypted Alert"
"3008","7.504866995","10.0.2.15","100.25.32.123","TCP","54","47192  >  443 [ACK] Seq=1 Ack=32 Win=62677 Len=0"
"3009","7.504947245","10.0.2.15","100.25.32.123","TLSv1.2","85","Encrypted Alert"
"3010","7.504960643","10.0.2.15","100.25.32.123","TCP","54","47192  >  443 [FIN, ACK] Seq=32 Ack=32 Win=62677 Len=0"
"3011","7.505006121","100.25.32.123","10.0.2.15","TCP","60","443  >  47192 [FIN, ACK] Seq=32 Ack=1 Win=65535 Len=0"
"3012","7.505011590","10.0.2.15","100.25.32.123","TCP","54","47192  >  443 [ACK] Seq=33 Ack=33 Win=62677 Len=0"
"3013","7.505047137","100.25.32.123","10.0.2.15","TCP","60","[TCP Out-Of-Order] 443  >  47192 [FIN, ACK] Seq=32 Ack=32 Win=65535 Len=0"
"3014","7.505049872","10.0.2.15","100.25.32.123","TCP","54","[TCP Dup ACK 3012#1] 47192  >  443 [ACK] Seq=33 Ack=33 Win=62677 Len=0"
"3015","7.505074733","100.25.32.123","10.0.2.15","TCP","60","[TCP Out-Of-Order] 443  >  47192 [FIN, ACK] Seq=32 Ack=33 Win=65535 Len=0"
"3016","8.192790766","10.0.2.15","3.144.50.217","TCP","54","54570  >  443 [ACK] Seq=1 Ack=1 Win=63940 Len=0"
"3017","8.192910139","3.144.50.217","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  54570 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"3018","8.193105408","10.0.2.15","63.251.28.210","TCP","54","36578  >  443 [ACK] Seq=1 Ack=1 Win=63360 Len=0"
"3019","8.193228984","63.251.28.210","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  36578 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"3020","8.412661123","192.124.249.23","10.0.2.15","TCP","60","80  >  60398 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3021","8.412753370","10.0.2.15","192.124.249.23","TCP","54","60398  >  80 [FIN, ACK] Seq=1 Ack=2 Win=63360 Len=0"
"3022","8.412824434","192.124.249.23","10.0.2.15","TCP","60","80  >  60398 [ACK] Seq=2 Ack=2 Win=65535 Len=0"
"3023","8.448162377","10.0.2.15","142.251.41.3","TCP","54","58118  >  80 [ACK] Seq=1 Ack=1 Win=63916 Len=0"
"3024","8.448175152","10.0.2.15","104.18.38.233","TCP","54","59484  >  80 [ACK] Seq=1 Ack=1 Win=64071 Len=0"
"3025","8.448239852","142.251.41.3","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 80  >  58118 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"3026","8.448269460","104.18.38.233","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 80  >  59484 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"3027","8.596881093","192.124.249.24","10.0.2.15","TCP","60","80  >  55190 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3028","8.596963191","10.0.2.15","192.124.249.24","TCP","54","55190  >  80 [FIN, ACK] Seq=1 Ack=2 Win=63360 Len=0"
"3029","8.597051744","192.124.249.24","10.0.2.15","TCP","60","80  >  55190 [ACK] Seq=2 Ack=2 Win=65535 Len=0"
"3030","8.704958716","10.0.2.15","23.43.85.216","TCP","54","34922  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3031","8.705108135","23.43.85.216","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  34922 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"3032","8.708280053","10.0.2.15","142.251.41.3","TCP","54","58130  >  80 [ACK] Seq=1 Ack=1 Win=63916 Len=0"
"3033","8.708352733","142.251.41.3","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 80  >  58130 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"3034","9.288702939","10.0.2.15","44.215.118.141","TLSv1.3","78","Application Data"
"3035","9.288722506","10.0.2.15","44.215.118.141","TCP","54","40360  >  443 [FIN, ACK] Seq=606 Ack=6392 Win=63360 Len=0"
"3036","9.288840523","44.215.118.141","10.0.2.15","TCP","60","443  >  40360 [ACK] Seq=6392 Ack=606 Win=65535 Len=0"
"3037","9.288840599","44.215.118.141","10.0.2.15","TCP","60","443  >  40360 [ACK] Seq=6392 Ack=607 Win=65535 Len=0"
"3038","9.303187737","44.215.118.141","10.0.2.15","TCP","60","443  >  40360 [FIN, ACK] Seq=6392 Ack=607 Win=65535 Len=0"
"3039","9.303199429","10.0.2.15","44.215.118.141","TCP","54","40360  >  443 [ACK] Seq=607 Ack=6393 Win=63360 Len=0"
"3040","10.142460834","10.0.2.15","18.164.124.24","TLSv1.2","93","Application Data"
"3041","10.142607490","18.164.124.24","10.0.2.15","TCP","60","443  >  45190 [ACK] Seq=1 Ack=40 Win=65535 Len=0"
"3042","10.147123179","18.164.124.24","10.0.2.15","TLSv1.2","93","Application Data"
"3043","10.147130004","10.0.2.15","18.164.124.24","TCP","54","45190  >  443 [ACK] Seq=40 Ack=40 Win=65535 Len=0"
"3044","10.242022982","10.0.2.15","34.207.24.140","TCP","54","[TCP Dup ACK 1#1] 40602  >  443 [ACK] Seq=1 Ack=1 Win=63360 Len=0"
"3045","10.242093420","34.207.24.140","10.0.2.15","TCP","60","[TCP Dup ACK 2#1] [TCP ACKed unseen segment] 443  >  40602 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"3046","10.320781011","192.124.249.24","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 80  >  55184 [FIN, ACK] Seq=1 Ack=2 Win=65535 Len=0"
"3047","10.320854030","10.0.2.15","192.124.249.24","TCP","54","[TCP Previous segment not captured] 55184  >  80 [FIN, ACK] Seq=2 Ack=2 Win=63360 Len=0"
"3048","10.320940931","192.124.249.24","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 80  >  55184 [ACK] Seq=2 Ack=3 Win=65535 Len=0"
"3049","10.725823598","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=3371 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3050","10.725840945","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=6291 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3051","10.725914325","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=9211 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3052","10.725922660","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=12131 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3053","10.725965679","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=4831 Win=65535 Len=0"
"3054","10.725965766","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=6291 Win=65535 Len=0"
"3055","10.726006618","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=15051 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3056","10.726080512","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=7751 Win=65535 Len=0"
"3057","10.726086528","10.0.2.15","44.215.118.141","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"3058","10.726092533","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=20891 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3059","10.726120194","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=9211 Win=65535 Len=0"
"3060","10.726120249","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=10671 Win=65535 Len=0"
"3061","10.726147680","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=23811 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3062","10.726151443","10.0.2.15","44.215.118.141","TCP","4434","40332  >  443 [PSH, ACK] Seq=26731 Ack=7008 Win=63360 Len=4380 [TCP segment of a reassembled PDU]"
"3063","10.726170102","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=12131 Win=65535 Len=0"
"3064","10.726229169","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=13591 Win=65535 Len=0"
"3065","10.726235775","10.0.2.15","44.215.118.141","TCP","1514","40332  >  443 [ACK] Seq=31111 Ack=7008 Win=63360 Len=1460 [TCP segment of a reassembled PDU]"
"3066","10.726240850","10.0.2.15","44.215.118.141","TLSv1.3","5894","Application Data [TCP segment of a reassembled PDU]"
"3067","10.726275828","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=15051 Win=65535 Len=0"
"3068","10.726339928","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=16511 Win=65535 Len=0"
"3069","10.726340004","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=17971 Win=65535 Len=0"
"3070","10.726346906","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=38411 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3071","10.726357198","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=41331 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3072","10.726389475","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=19431 Win=65535 Len=0"
"3073","10.726391313","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=44251 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3074","10.726394692","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=47171 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3075","10.726421763","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=20891 Win=65535 Len=0"
"3076","10.726423458","10.0.2.15","44.215.118.141","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"3077","10.726486231","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=22351 Win=65535 Len=0"
"3078","10.726492772","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=53011 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3079","10.726510359","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=23811 Win=65535 Len=0"
"3080","10.726512087","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=55931 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3081","10.726544889","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=25271 Win=65535 Len=0"
"3082","10.726546431","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=58851 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3083","10.726615043","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=26731 Win=65535 Len=0"
"3084","10.726620293","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=61771 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3085","10.726649890","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=28191 Win=65535 Len=0"
"3086","10.726651727","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=64691 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3087","10.726698081","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=29651 Win=65535 Len=0"
"3088","10.726699853","10.0.2.15","44.215.118.141","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"3089","10.726744369","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=31111 Win=65535 Len=0"
"3090","10.726746086","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=70531 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3091","10.726770225","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=32571 Win=65535 Len=0"
"3092","10.726771745","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=73451 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3093","10.726841066","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=34031 Win=65535 Len=0"
"3094","10.726848011","10.0.2.15","44.215.118.141","TCP","2974","40332  >  443 [PSH, ACK] Seq=76371 Ack=7008 Win=63360 Len=2920 [TCP segment of a reassembled PDU]"
"3095","10.726896082","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=35491 Win=65535 Len=0"
"3096","10.726916808","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=36951 Win=65535 Len=0"
"3097","10.726971409","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=38411 Win=65535 Len=0"
"3098","10.727004189","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=39871 Win=65535 Len=0"
"3099","10.727031106","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=41331 Win=65535 Len=0"
"3100","10.727060451","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=42791 Win=65535 Len=0"
"3101","10.727089141","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=44251 Win=65535 Len=0"
"3102","10.727091963","10.0.2.15","44.215.118.141","TLSv1.3","20494","Application Data [TCP segment of a reassembled PDU]"
"3103","10.727118158","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=45711 Win=65535 Len=0"
"3104","10.727151299","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=47171 Win=65535 Len=0"
"3105","10.727209848","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=48631 Win=65535 Len=0"
"3106","10.727227873","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=50091 Win=65535 Len=0"
"3107","10.727230629","10.0.2.15","44.215.118.141","TLSv1.3","8814","Application Data [TCP segment of a reassembled PDU]"
"3108","10.727279668","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=51551 Win=65535 Len=0"
"3109","10.727329137","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=53011 Win=65535 Len=0"
"3110","10.727363153","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=54471 Win=65535 Len=0"
"3111","10.727363208","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=55931 Win=65535 Len=0"
"3112","10.727418519","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=57391 Win=65535 Len=0"
"3113","10.727462029","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=58851 Win=65535 Len=0"
"3114","10.727484473","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=60311 Win=65535 Len=0"
"3115","10.727512320","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=61771 Win=65535 Len=0"
"3116","10.727552143","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=63231 Win=65535 Len=0"
"3117","10.727582440","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=64691 Win=65535 Len=0"
"3118","10.727617495","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=66151 Win=65535 Len=0"
"3119","10.727647410","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=67611 Win=65535 Len=0"
"3120","10.727664582","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=69071 Win=65535 Len=0"
"3121","10.727708529","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=70531 Win=65535 Len=0"
"3122","10.727714304","10.0.2.15","44.215.118.141","TLSv1.3","20494","Application Data [TCP segment of a reassembled PDU]"
"3123","10.727747488","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=71991 Win=65535 Len=0"
"3124","10.727771726","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=73451 Win=65535 Len=0"
"3125","10.727815684","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=74911 Win=65535 Len=0"
"3126","10.727860135","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=76371 Win=65535 Len=0"
"3127","10.727889775","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=77831 Win=65535 Len=0"
"3128","10.727912011","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=79291 Win=65535 Len=0"
"3129","10.727946902","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=80751 Win=65535 Len=0"
"3130","10.727950151","10.0.2.15","44.215.118.141","TLSv1.3","11734","Application Data [TCP segment of a reassembled PDU]"
"3131","10.728012845","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=82211 Win=65535 Len=0"
"3132","10.728012911","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=83671 Win=65535 Len=0"
"3133","10.728043744","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=85131 Win=65535 Len=0"
"3134","10.728082725","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=86591 Win=65535 Len=0"
"3135","10.728136184","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=88051 Win=65535 Len=0"
"3136","10.728168286","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=89511 Win=65535 Len=0"
"3137","10.728190598","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=90971 Win=65535 Len=0"
"3138","10.728226036","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=92431 Win=65535 Len=0"
"3139","10.728244477","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=93891 Win=65535 Len=0"
"3140","10.728280330","44.215.118.141","10.0.2.15","TCP","60","443  >  40332 [ACK] Seq=7008 Ack=95351 Win=65535 Len=0"
